path,peptide,run,qc_pass,qc_reasons,erg_frac,overlap_adj_min,overlap_adj_mean,overlap_pass_frac,js_pass_frac,js_mean_adjacent,js_max_adjacent,ess_mean,ess_min,delta_g_ads,kp_eff,theta,hc50_range_low,hc50_range_high
simulations/solvia_126_run_1/pmf/pmf_midplane/pmf_analysis_results.yaml,solvia_126_run_1,pmf,True,[],1.0,0.2578594608004842,0.45697278893000276,1.0,1.0,0.2227480908822239,0.38884993335477935,508.9511294070355,126.52829676568136,-28.200252557684852,384.4849589237435,0.00022902736472289235,112.35345152349544,154.79808876570482
simulations/solvia_14_run_1/pmf/pmf_midplane/pmf_analysis_results.yaml,solvia_14_run_1,pmf,True,[],1.0,0.18307064107799106,0.4470022979819729,1.0,1.0,0.23627019814446829,0.4653762147537921,315.55384654433476,31.377489412308293,-20.97232867346517,820.8799775868991,0.0005557907220468578,52.624273186610814,72.50455416821936
simulations/solvia_624_run_2/pmf/pmf_midplane/pmf_analysis_results.yaml,solvia_624_run_2,pmf,True,[],1.0,0.21881401976633788,0.47658937115704436,1.0,1.0,0.20931356699444031,0.4275387305468804,335.0815527926147,17.545157908046164,-22.536805566884823,344.68519111285656,0.0003880289351815725,125.32656843910657,172.67216096054682
simulations/solvia_941_run_1/pmf/pmf_midplane/pmf_analysis_results.yaml,solvia_941_run_1,pmf,True,[],1.0,0.30326529783098977,0.4834819529456638,1.0,1.0,0.20339083717474837,0.34551398493833285,378.1633716244908,33.21650736358657,-28.127711997380953,743.402854144922,0.000555392226289832,58.108752143061736,80.06094739710728
simulations/solvia_858_run_1/pmf/pmf_midplane/pmf_analysis_results.yaml,solvia_858_run_1,pmf,True,[],1.0,0.22968158040308906,0.4915994492992961,1.0,1.0,0.20109044942885282,0.4192489599763021,369.9755237575484,98.3821065984331,-20.058920769884274,159.74880962788626,6.0420997690378705e-05,270.4133589137626,372.5695167256285
simulations/solvia_215_run_2/pmf/pmf_midplane/pmf_analysis_results.yaml,solvia_215_run_2,pmf,True,[],1.0,0.2575764519283653,0.4745196492336051,1.0,1.0,0.21094325991561713,0.3850721224644552,365.86494965223085,33.78898279095358,-22.421961999749776,268.00115717193404,0.00044124797991246104,161.18666295996053,222.0794023003901
simulations/solvia_68_run_1/pmf/pmf_midplane/pmf_analysis_results.yaml,solvia_68_run_1,pmf,True,[],1.0,0.21685518280697738,0.633573470343318,1.0,1.0,0.14231112742823077,0.43452564657938664,620.298133454328,50.90664285344242,-5.3177963463902636,1.148015156842126,7.293044401293047e-07,37628.60789467131,51843.85976599158
simulations/solvia_1023_run_1/pmf/pmf_midplane/pmf_analysis_results.yaml,solvia_1023_run_1,pmf,True,[],1.0,0.2786400936812894,0.47211367556418,1.0,1.0,0.211679988548468,0.36716726162840724,521.9161480319576,91.87353220682756,-23.58556272878739,46.565066268163505,4.8020439265895736e-05,927.6957095943516,1278.1585332188843
simulations/solvia_12_run_1/pmf/pmf_midplane/pmf_analysis_results.yaml,solvia_12_run_1,pmf,True,[],1.0,0.20048832519457985,0.47330644157763585,1.0,1.0,0.21201512160642424,0.4463331068589085,437.7264915506042,143.55302725515332,-11.78461534749604,23.253352131237573,1.7545669876105106e-05,1857.7197795031575,2559.525029537684
simulations/solvia_1125_run_1/pmf/pmf_midplane/pmf_analysis_results.yaml,solvia_1125_run_1,pmf,True,[],1.0,0.3240106849366263,0.4729487439954187,1.0,1.0,0.21085094210790836,0.32836562021685656,591.3077393791987,129.7497889463245,-10.673783575580936,8.332808975409908,3.6494998929884637e-06,5184.111662877396,7142.553846631079
simulations/solvia_515_run_1/pmf/pmf_midplane/pmf_analysis_results.yaml,solvia_515_run_1,pmf,True,[],1.0,0.2693121760771067,0.45816004159381407,1.0,1.0,0.22295096575757625,0.37333950159238943,631.9970507033779,98.36419320054765,-22.041447265825635,56.79209819578762,2.0386697678047937e-05,760.6377219068135,1047.9897501827209
